duration,num_final,num_invalid_requests,timeouts,sum_max_threads,sum_num_days,sum_num_cols,sum_bytes_scanned,load
530355.0,0.0,0.0,0.0,56879.0,40907.0,6897.0,8590103.0,39.645833
643914.0,0.0,0.0,0.0,63815.0,42611.0,7551.0,13035490.0,40.625
807712.0,0.0,0.0,0.0,70110.0,49922.0,8373.0,11283117.0,39.364583
876921.0,0.0,0.0,0.0,67207.0,52780.0,8197.0,19208053.0,38.104167
786456.0,0.0,0.0,0.0,57478.0,50345.0,7133.0,8329350.0,37.604167
626299.0,0.0,0.0,0.0,50930.0,42108.0,6305.0,5588044.0,38.5625
700948.0,0.0,0.0,0.0,57798.0,38012.0,7130.0,8289241.0,39.645834
641553.0,0.0,0.0,0.0,55390.0,38278.0,6842.0,5526136.0,40.729167
551926.0,0.0,0.0,0.0,48909.0,38460.0,6053.0,7890463.0,41.8125
490388.0,0.0,0.0,0.0,52879.0,38161.0,6448.0,6676445.0,41.65625
449141.0,0.0,0.0,0.0,44459.0,39920.0,5552.0,6607390.0,41.499999
470581.0,0.0,0.0,0.0,50696.0,39272.0,6299.0,6594737.0,41.343749
458198.0,0.0,0.0,0.0,51226.0,39973.0,6259.0,8344858.0,40.010416
483719.0,0.0,0.0,0.0,51136.0,40736.0,6292.0,8491399.0,38.677082
493376.0,0.0,0.0,0.0,52414.0,39754.0,6351.0,7844083.0,37.343749
529170.0,0.0,0.0,0.0,56251.0,38317.0,6714.0,12202179.0,36.15625
475375.0,0.0,0.0,0.0,51245.0,41975.0,6250.0,7499307.0,35.781249
536573.0,0.0,0.0,0.0,52706.0,41566.0,6515.0,8234124.0,37.21875
420704.0,0.0,0.0,0.0,44533.0,36634.0,5536.0,4894265.0,36.010416
452167.0,0.0,0.0,0.0,48251.0,34795.0,5970.0,8654777.0,34.802083
399301.0,0.0,0.0,0.0,42350.0,32596.0,5384.0,5486135.0,33.59375
437597.0,0.0,0.0,0.0,48522.0,33815.0,5937.0,8558977.0,33.510416
478835.0,0.0,0.0,0.0,48028.0,35306.0,5884.0,6098137.0,34.468749
456364.0,0.0,0.0,0.0,44820.0,34130.0,5595.0,8316560.0,33.260416
457503.0,0.0,0.0,0.0,47795.0,34721.0,5882.0,5801957.0,32.28125
604150.0,0.0,0.0,0.0,59094.0,35912.0,7187.0,10077899.0,34.270832
706364.0,0.0,0.0,0.0,75138.0,35335.0,8827.0,7454490.0,36.656249
635046.0,0.0,0.0,0.0,64340.0,36821.0,7542.0,13699120.0,36.291666
497329.0,0.0,0.0,0.0,55615.0,34274.0,6677.0,7487331.0,35.927083
480946.0,5.0,0.0,0.0,49225.0,33756.0,6122.0,7260789.0,35.833334
507318.0,9.0,0.0,0.0,50227.0,36084.0,6170.0,7428551.0,36.125001
468907.0,9.0,0.0,0.0,48410.0,32944.0,5958.0,6552547.0,35.375001
527189.0,7.0,0.0,0.0,54972.0,36451.0,6779.0,7511443.0,34.625001
411385.0,0.0,0.0,0.0,43226.0,40041.0,5457.0,7814966.0,34.46875
452958.0,10.0,0.0,0.0,45359.0,40950.0,5639.0,5252107.0,38.9375
474076.0,1.0,0.0,0.0,48272.0,37019.0,6089.0,7743220.0,39.010416
487546.0,10.0,0.0,0.0,49108.0,43326.0,6179.0,6812204.0,39.083333
486778.0,0.0,0.0,0.0,49241.0,39136.0,5989.0,9210134.0,39.156249
539619.0,0.0,0.0,0.0,53522.0,39608.0,6608.0,8884077.0,39.177083
509410.0,0.0,0.0,0.0,47989.0,39438.0,5910.0,11837643.0,39.197917
447118.0,0.0,0.0,0.0,47732.0,39091.0,5885.0,13558612.0,39.218751
506714.0,0.0,0.0,0.0,48285.0,35812.0,5929.0,13616781.0,37.5
471598.0,0.0,0.0,0.0,48400.0,36872.0,6097.0,10704226.0,35.781249
389774.0,0.0,0.0,0.0,41315.0,33940.0,5167.0,6699042.0,34.062499
440889.0,0.0,0.0,0.0,45872.0,34736.0,5633.0,7478644.0,36.843749
446579.0,0.0,0.0,0.0,47802.0,37136.0,5782.0,5546052.0,39.624999
476068.0,0.0,0.0,0.0,47499.0,38206.0,5873.0,7879815.0,42.406249
390729.0,0.0,0.0,0.0,39825.0,34509.0,5063.0,5203657.0,40.135416
507238.0,0.0,0.0,0.0,48998.0,44978.0,5997.0,8958257.0,37.864584
537338.0,0.0,0.0,0.0,58363.0,39708.0,7037.0,7876479.0,35.593751
655179.0,0.0,0.0,0.0,69074.0,39714.0,8140.0,9562736.0,34.458333
764151.0,0.0,0.0,0.0,78933.0,40132.0,9234.0,11681163.0,35.28125
516885.0,0.0,0.0,0.0,57165.0,36686.0,6868.0,8384212.0,36.0
493660.0,0.0,0.0,0.0,49141.0,37368.0,6065.0,6291328.0,38.6875
453727.0,0.0,0.0,0.0,47841.0,36627.0,5844.0,19724507.0,37.927083
457082.0,0.0,0.0,0.0,51363.0,38896.0,6315.0,8377790.0,37.166666
454459.0,0.0,0.0,0.0,50364.0,37832.0,6264.0,7771846.0,38.697916
395429.0,0.0,0.0,0.0,42526.0,34168.0,5275.0,7571710.0,41.53125
390092.0,0.0,0.0,0.0,38698.0,33394.0,4824.0,4730456.0,43.635416
497760.0,0.0,0.0,0.0,51449.0,34364.0,6429.0,7844342.0,47.25
489231.0,0.0,0.0,0.0,53754.0,38145.0,6562.0,7691133.0,45.208333
522895.0,0.0,0.0,0.0,52595.0,36940.0,6356.0,9675104.0,43.166666
706578.0,0.0,0.0,0.0,60752.0,46491.0,7494.0,8208183.0,41.125
709450.0,0.0,0.0,0.0,50522.0,45976.0,6431.0,13574886.0,39.312499
711490.0,0.0,0.0,0.0,56034.0,41942.0,7021.0,7072497.0,38.187499
655767.0,0.0,0.0,0.0,48128.0,40364.0,6143.0,8513469.0,37.062499
582633.0,0.0,0.0,0.0,43031.0,40941.0,5545.0,7342492.0,37.75
512542.0,0.0,0.0,0.0,44335.0,40377.0,5647.0,6836346.0,38.437501
501186.0,0.0,0.0,0.0,51577.0,34024.0,6319.0,6943056.0,40.09375
441375.0,0.0,0.0,0.0,46761.0,33778.0,5778.0,8938426.0,41.0
483855.0,0.0,0.0,0.0,50195.0,33717.0,6231.0,7266894.0,42.0625
398437.0,0.0,0.0,0.0,42201.0,30886.0,5347.0,7694657.0,42.854167
459378.0,0.0,0.0,0.0,51447.0,38580.0,6290.0,5826254.0,43.781251
580409.0,0.0,0.0,0.0,61522.0,37134.0,7439.0,8989301.0,43.958334
526675.0,0.0,0.0,0.0,59709.0,38183.0,7160.0,7822215.0,44.135418
713415.0,0.0,0.0,0.0,68573.0,42240.0,8043.0,14144947.0,44.312501
631496.0,0.0,0.0,0.0,66040.0,35329.0,7841.0,8987885.0,43.197917
458236.0,0.0,0.0,0.0,48690.0,36361.0,5939.0,7634399.0,42.083333
468440.0,0.0,0.0,0.0,54988.0,53534.0,6686.0,14042328.0,40.968749
559187.0,0.0,0.0,0.0,58398.0,36180.0,7002.0,10129284.0,39.385416
461403.0,0.0,0.0,0.0,51028.0,34970.0,6195.0,14473619.0,37.802083
430330.0,0.0,0.0,0.0,48067.0,30924.0,5921.0,9076533.0,39.1875
518273.0,0.0,0.0,0.0,52977.0,35820.0,6399.0,9783955.0,39.3125
419961.0,0.0,0.0,0.0,44320.0,35101.0,5555.0,7118085.0,39.4375
474028.0,0.0,0.0,0.0,47967.0,35425.0,5870.0,7710846.0,39.5625
495580.0,0.0,0.0,0.0,56653.0,33445.0,6789.0,9227270.0,36.958333
496037.0,0.0,0.0,0.0,52718.0,36423.0,6421.0,9176492.0,34.354166
482037.0,0.0,0.0,0.0,53704.0,33723.0,6450.0,12611953.0,33.031249
541038.0,0.0,0.0,0.0,52036.0,32538.0,6329.0,10214667.0,32.1875
563147.0,0.0,0.0,0.0,59823.0,32060.0,7124.0,8468440.0,31.34375
491058.0,0.0,0.0,0.0,53087.0,35598.0,6515.0,10592936.0,30.656249
438234.0,0.0,0.0,0.0,46732.0,36733.0,5701.0,6490106.0,31.781249
432303.0,0.0,0.0,0.0,47081.0,33164.0,5785.0,9256490.0,32.906249
453317.0,0.0,0.0,0.0,50576.0,30288.0,6234.0,6643758.0,34.072916
475173.0,0.0,0.0,0.0,45566.0,35001.0,5688.0,8038576.0,35.239582
461057.0,0.0,0.0,0.0,47368.0,34762.0,5910.0,7266923.0,36.406249
386137.0,0.0,0.0,0.0,41017.0,40663.0,5199.0,7510991.0,35.843751
615913.0,0.0,0.0,0.0,63117.0,33196.0,7641.0,9293047.0,34.427084
590845.0,0.0,0.0,0.0,62395.0,38426.0,7550.0,7322628.0,37.312499
669431.0,0.0,0.0,0.0,66773.0,38366.0,7812.0,14753714.0,36.322916
617619.0,0.0,0.0,0.0,59960.0,34748.0,7244.0,6893099.0,35.333332
572394.0,0.0,0.0,0.0,56962.0,38761.0,6870.0,8409786.0,34.343749
551139.0,0.0,0.0,0.0,54618.0,37567.0,6604.0,6659157.0,33.96875
477175.0,0.0,0.0,0.0,46782.0,37418.0,5791.0,7438740.0,32.447916
507244.0,0.0,0.0,0.0,49137.0,37458.0,6099.0,8747923.0,31.5
495558.0,0.0,0.0,0.0,50251.0,33706.0,6290.0,5547990.0,30.729167
400637.0,0.0,0.0,0.0,43301.0,36329.0,5417.0,7905386.0,29.958334
426559.0,1.0,0.0,0.0,43085.0,35019.0,5385.0,5586358.0,29.499999
493067.0,0.0,0.0,0.0,50128.0,41038.0,6201.0,8845909.0,28.989584
500597.0,0.0,0.0,0.0,52457.0,37289.0,6483.0,8857409.0,30.343751
502534.0,0.0,0.0,0.0,53248.0,38970.0,6525.0,8724811.0,32.250001
516564.0,0.0,0.0,0.0,52639.0,40293.0,6415.0,12404343.0,34.156251
484111.0,0.0,0.0,0.0,51194.0,39235.0,6339.0,7006713.0,35.312501
516931.0,0.0,0.0,0.0,51240.0,37563.0,6303.0,8956764.0,36.854167
513519.0,0.0,0.0,0.0,49859.0,40842.0,6233.0,11048882.0,38.395833
498730.0,0.0,0.0,0.0,46932.0,38483.0,5816.0,7263933.0,39.937499
430273.0,0.0,0.0,0.0,43924.0,39840.0,5455.0,10357033.0,38.3125
481052.0,0.0,0.0,0.0,49474.0,36675.0,6120.0,16266153.0,38.03125
500352.0,0.0,0.0,0.0,52871.0,34779.0,6585.0,12378790.0,39.1875
437898.0,0.0,0.0,0.0,46277.0,36162.0,5829.0,6457529.0,38.093749
510383.0,0.0,0.0,0.0,51734.0,43530.0,6312.0,8973388.0,37.229165
672249.0,0.0,0.0,0.0,64238.0,43676.0,7680.0,9275099.0,36.364582
844474.0,0.0,0.0,0.0,71876.0,51025.0,8592.0,9455688.0,35.499999
920053.0,0.0,0.0,0.0,69269.0,47992.0,8297.0,11367039.0,34.499999
807183.0,0.0,0.0,0.0,61550.0,48556.0,7609.0,8133038.0,35.093749
751137.0,0.0,0.0,0.0,57274.0,45439.0,7124.0,6752643.0,33.677082
653181.0,0.0,0.0,0.0,49728.0,45859.0,6331.0,7337100.0,32.260416
637484.0,0.0,0.0,0.0,53613.0,42895.0,6658.0,6256141.0,32.208333
520663.0,0.0,0.0,0.0,51315.0,37490.0,6155.0,7176435.0,34.531251
471343.0,0.0,0.0,0.0,48068.0,39241.0,5967.0,7147183.0,34.541668
450843.0,0.0,0.0,0.0,47151.0,35971.0,5761.0,7605247.0,34.552084
462391.0,0.0,0.0,0.0,49563.0,37330.0,6195.0,7122203.0,34.562501
480921.0,0.0,0.0,0.0,49753.0,39342.0,6093.0,7500621.0,33.562501
429256.0,0.0,0.0,0.0,46637.0,37198.0,5722.0,8560228.0,33.083334
547175.0,0.0,0.0,0.0,58910.0,37066.0,7125.0,10829766.0,33.479167
476489.0,0.0,0.0,0.0,53581.0,37920.0,6461.0,12809701.0,37.052084
536175.0,0.0,0.0,0.0,53467.0,40996.0,6518.0,8350117.0,40.729167
511925.0,0.0,0.0,0.0,53149.0,41801.0,6532.0,7638723.0,44.40625
426836.0,0.0,0.0,0.0,47905.0,34412.0,5919.0,7704776.0,42.354167
462469.0,0.0,0.0,0.0,49335.0,34315.0,6078.0,7306412.0,40.302083
395895.0,0.0,0.0,0.0,45542.0,35245.0,5526.0,7456003.0,38.249999
450377.0,0.0,0.0,0.0,48413.0,37136.0,6105.0,8808289.0,39.541666
439526.0,0.0,0.0,0.0,44843.0,37921.0,5522.0,5824034.0,40.833332
463047.0,0.0,0.0,0.0,46783.0,35671.0,5956.0,8582273.0,42.124999
533172.0,0.0,0.0,0.0,52477.0,38065.0,6437.0,8739057.0,41.135415
499905.0,0.0,0.0,0.0,50274.0,34444.0,6123.0,8285646.0,40.145832
697696.0,0.0,0.0,0.0,71141.0,42962.0,8519.0,9524534.0,39.156249
664366.0,0.0,0.0,0.0,72150.0,43681.0,8465.0,12651381.0,38.53125
616781.0,0.0,0.0,0.0,58380.0,42986.0,6950.0,9218037.0,37.90625
532102.0,0.0,0.0,0.0,57558.0,39217.0,6937.0,7058786.0,37.281251
492204.0,0.0,0.0,0.0,51246.0,43306.0,6275.0,8829257.0,35.78125
457525.0,0.0,0.0,0.0,47355.0,39213.0,5782.0,8940009.0,35.375
458163.0,0.0,0.0,0.0,47012.0,39259.0,5861.0,7157415.0,36.46875
433963.0,0.0,0.0,0.0,48500.0,41062.0,5968.0,9390794.0,35.5625
519718.0,0.0,0.0,0.0,51407.0,41923.0,6401.0,6131629.0,35.90625
492790.0,0.0,0.0,0.0,49556.0,41395.0,6038.0,15154454.0,36.25
393761.0,0.0,0.0,0.0,42236.0,39483.0,5249.0,17486463.0,36.59375
502832.0,0.0,0.0,0.0,53259.0,41203.0,6454.0,10527933.0,34.291667
578020.0,0.0,0.0,0.0,57596.0,39271.0,7056.0,8007436.0,32.6875
489170.0,0.0,0.0,0.0,52179.0,44473.0,6309.0,13704501.0,32.5625
450623.0,0.0,0.0,0.0,46426.0,40553.0,5710.0,6853296.0,33.135417
584472.0,0.0,0.0,0.0,52060.0,40761.0,6412.0,8934302.0,34.25
404884.0,1.0,0.0,0.0,37454.0,40779.0,4735.0,5494511.0,33.510417
492098.0,1.0,0.0,0.0,50603.0,40025.0,6285.0,9799647.0,32.770833
460505.0,0.0,0.0,0.0,49321.0,37073.0,6135.0,5492860.0,32.03125
537659.0,0.0,0.0,0.0,52807.0,37214.0,6418.0,10067711.0,33.572916
406291.0,0.0,0.0,0.0,41630.0,41846.0,5155.0,6245427.0,35.114582
490531.0,0.0,0.0,0.0,46927.0,35667.0,5804.0,6919299.0,36.656249
452854.0,0.0,0.0,0.0,44464.0,40217.0,5594.0,8546044.0,35.604166
513618.0,0.0,0.0,0.0,53633.0,37302.0,6326.0,6361836.0,34.552083
655368.0,0.0,0.0,0.0,68074.0,38655.0,8143.0,9491202.0,33.500001
670126.0,0.0,0.0,0.0,67259.0,39928.0,7937.0,11187126.0,33.302084
546648.0,0.0,0.0,0.0,55423.0,34543.0,6586.0,5920930.0,33.635416
556134.0,0.0,0.0,0.0,59212.0,38462.0,7198.0,8465789.0,34.062499
550600.0,0.0,0.0,0.0,53448.0,41199.0,6445.0,6837636.0,34.697916
514861.0,0.0,0.0,0.0,54037.0,42555.0,6683.0,9090873.0,36.156249
351011.0,0.0,0.0,0.0,39605.0,35194.0,4937.0,7219706.0,35.916666
505391.0,0.0,0.0,0.0,55052.0,36971.0,6717.0,6805680.0,38.114582
461437.0,0.0,0.0,0.0,47251.0,37635.0,5771.0,7292020.0,41.135416
477920.0,0.0,0.0,0.0,48981.0,35510.0,6098.0,5758922.0,44.15625
563392.0,1.0,0.0,0.0,56426.0,47979.0,6722.0,10323144.0,43.729167
653168.0,0.0,0.0,0.0,59797.0,49639.0,7132.0,8089844.0,43.302084
734016.0,1.0,0.0,0.0,56224.0,53002.0,6846.0,10078245.0,42.875001
940118.0,0.0,0.0,0.0,62676.0,58881.0,8008.0,14069313.0,42.520834
808456.0,0.0,0.0,0.0,54398.0,54352.0,6983.0,7738509.0,42.625001
822796.0,0.0,0.0,0.0,57338.0,47570.0,7389.0,8900174.0,42.802084
725608.0,0.0,0.0,0.0,52117.0,49851.0,6753.0,7007171.0,43.5
801034.0,0.0,0.0,0.0,53492.0,53210.0,6763.0,10077911.0,45.1875
656622.0,0.0,0.0,0.0,59575.0,53252.0,7320.0,7829739.0,46.875
569639.0,0.0,0.0,0.0,55180.0,50267.0,6760.0,8522610.0,45.40625
556731.0,0.0,0.0,0.0,52113.0,48880.0,6510.0,10572255.0,43.9375
582203.0,0.0,0.0,0.0,56344.0,45694.0,6968.0,7801063.0,43.197917
583697.0,0.0,0.0,0.0,55953.0,52310.0,6974.0,8847503.0,48.760417
761161.0,0.0,0.0,0.0,72701.0,52539.0,8745.0,9889929.0,55.21875
739410.0,0.0,0.0,0.0,69799.0,50443.0,8464.0,15297470.0,52.6875
887546.0,0.0,0.0,0.0,80314.0,49268.0,9560.0,21892020.0,50.15625
771725.0,0.0,0.0,0.0,68952.0,48390.0,8243.0,13376625.0,51.468748
656290.0,0.0,0.0,0.0,62255.0,49140.0,7436.0,8688889.0,50.447915
647807.0,0.0,0.0,0.0,59974.0,52231.0,7288.0,8197762.0,49.427082
617402.0,0.0,0.0,0.0,60006.0,50030.0,7266.0,8854591.0,48.406249
567542.0,0.0,0.0,0.0,57921.0,44293.0,6977.0,7199401.0,47.895834
540349.0,0.0,0.0,0.0,53882.0,44087.0,6575.0,9341007.0,47.604167
552051.0,0.0,0.0,0.0,55353.0,42898.0,6820.0,8452683.0,47.312501
558384.0,0.0,0.0,0.0,51337.0,51010.0,6423.0,10304232.0,53.145832
620208.0,0.0,0.0,0.0,61025.0,53779.0,7694.0,7835512.0,62.156248
564404.0,0.0,0.0,0.0,52711.0,48075.0,6429.0,10912461.0,64.5625
611853.0,0.0,0.0,0.0,59783.0,49405.0,7340.0,8506862.0,66.968751
628487.0,0.0,0.0,0.0,59078.0,48319.0,7217.0,14295764.0,69.375002
559735.0,0.0,0.0,0.0,51941.0,46932.0,6383.0,8325849.0,71.406251
541797.0,0.0,0.0,0.0,50415.0,47681.0,6331.0,7533165.0,73.4375
652838.0,0.0,0.0,0.0,57821.0,47432.0,7009.0,9126810.0,75.468749
563278.0,0.0,0.0,0.0,54128.0,45551.0,6648.0,6386723.0,75.354167
575936.0,0.0,0.0,0.0,54957.0,53424.0,6716.0,7873287.0,75.239585
589064.0,0.0,0.0,0.0,54314.0,47170.0,6652.0,8043362.0,75.125003
512452.0,0.0,0.0,0.0,50852.0,49138.0,6195.0,8187118.0,70.364585
628349.0,5.0,0.0,0.0,59907.0,52131.0,7299.0,7245212.0,72.500002
543478.0,0.0,0.0,0.0,51867.0,52621.0,6436.0,9328888.0,70.208335
668899.0,0.0,0.0,0.0,65658.0,49720.0,7996.0,8617983.0,67.916667
769744.0,0.0,0.0,0.0,73419.0,49335.0,8791.0,8132855.0,65.625
903284.0,0.0,0.0,0.0,73618.0,45372.0,8573.0,151598068.0,61.552083
723023.0,0.0,0.0,0.0,63606.0,48993.0,7460.0,8309490.0,58.354168
671595.0,0.0,0.0,0.0,61550.0,48893.0,7507.0,7010244.0,63.125002
556769.0,0.0,0.0,0.0,54561.0,45964.0,6651.0,8081424.0,62.906251
585478.0,0.0,0.0,0.0,55542.0,47649.0,6730.0,9499921.0,62.6875
520052.0,0.0,0.0,0.0,49318.0,43162.0,6009.0,6974558.0,62.468749
550120.0,0.0,0.0,0.0,54283.0,42653.0,6567.0,9347795.0,64.999998
519526.0,0.0,0.0,0.0,50965.0,42804.0,6249.0,6450938.0,63.802081
565216.0,0.0,0.0,0.0,49635.0,42634.0,6151.0,8607723.0,62.604165
588625.0,0.0,0.0,0.0,53732.0,45381.0,6477.0,6602073.0,62.531251
584535.0,0.0,0.0,0.0,53445.0,46149.0,6475.0,10005984.0,59.583334
690272.0,0.0,0.0,0.0,61146.0,53574.0,7504.0,9462674.0,58.249998
648029.0,0.0,0.0,0.0,58068.0,53056.0,7006.0,13867577.0,56.312499
556584.0,0.0,0.0,0.0,50752.0,52253.0,6093.0,12904214.0,54.375001
661213.0,0.0,0.0,0.0,56322.0,52362.0,6842.0,9807659.0,52.437502
639364.0,0.0,0.0,0.0,57228.0,49208.0,6866.0,9728253.0,52.104167
567274.0,0.0,0.0,0.0,53900.0,49092.0,6614.0,6684714.0,51.770832
527586.0,0.0,0.0,0.0,52183.0,46017.0,6401.0,7525948.0,51.854168
555565.0,0.0,0.0,0.0,55773.0,42732.0,6717.0,11730260.0,52.968752
537546.0,0.0,0.0,0.0,53149.0,42209.0,6502.0,13446094.0,53.968751
550259.0,0.0,0.0,0.0,51420.0,43830.0,6318.0,15549320.0,53.572917
566108.0,0.0,0.0,0.0,52573.0,48233.0,6304.0,8482710.0,53.177083
678461.0,0.0,0.0,0.0,63092.0,48347.0,7575.0,9102752.0,52.781248
936966.0,0.0,0.0,0.0,75885.0,55394.0,8977.0,10289615.0,55.260416
1005881.0,0.0,0.0,0.0,77640.0,56903.0,9376.0,12282395.0,57.739584
890621.0,0.0,0.0,0.0,67373.0,56180.0,8211.0,9532031.0,60.218751
786427.0,0.0,0.0,0.0,59995.0,51934.0,7348.0,6509172.0,60.052085
781094.0,0.0,0.0,0.0,59372.0,44804.0,7323.0,7113538.0,59.885418
678465.0,0.0,0.0,0.0,51822.0,46813.0,6355.0,8386788.0,59.718752
572679.0,0.0,0.0,0.0,58324.0,39706.0,6985.0,6740767.0,61.447918
477281.0,0.0,0.0,0.0,52021.0,38124.0,6338.0,8125511.0,63.177085
564681.0,0.0,0.0,0.0,58675.0,38141.0,7100.0,7570185.0,64.906251
536143.0,0.0,0.0,0.0,53521.0,39762.0,6577.0,8009306.0,64.375001
499991.0,0.0,0.0,0.0,55534.0,39556.0,6655.0,7691399.0,63.843751
567984.0,0.0,0.0,0.0,58727.0,39192.0,7046.0,9524273.0,63.312501
509851.0,0.0,0.0,0.0,55876.0,46757.0,6672.0,9049109.0,60.979168
541424.0,0.0,0.0,0.0,59506.0,45469.0,7035.0,12208633.0,58.645835
512905.0,1.0,0.0,0.0,52999.0,42310.0,6429.0,9567659.0,56.312501
520764.0,0.0,0.0,0.0,55738.0,44295.0,6878.0,6762779.0,55.093751
488131.0,0.0,0.0,0.0,50488.0,35829.0,6294.0,9059501.0,53.875001
565428.0,0.0,0.0,0.0,59610.0,39924.0,7158.0,7354841.0,52.656251
494104.0,0.0,0.0,0.0,53378.0,38990.0,6565.0,8214773.0,49.395834
478047.0,0.0,0.0,0.0,50623.0,38061.0,6312.0,6974423.0,47.312501
546470.0,0.0,0.0,0.0,49810.0,40465.0,6023.0,142726499.0,48.156251
479174.0,0.0,0.0,0.0,52065.0,39175.0,6456.0,8468130.0,49.0
520444.0,0.0,0.0,0.0,55801.0,43769.0,6784.0,7339673.0,49.843749
591601.0,0.0,0.0,0.0,66954.0,35748.0,7920.0,10014778.0,49.083333
688043.0,0.0,0.0,0.0,74679.0,40542.0,8841.0,7867154.0,48.322917
739798.0,0.0,0.0,0.0,77570.0,40755.0,9085.0,13359342.0,47.562501
523848.0,0.0,0.0,0.0,61002.0,38755.0,7238.0,6754474.0,46.250001
